Year,Brand,Model,Other Info
2020,DaihatsuAYLA,R,1.2
2017,DaihatsuXENIA,R,1.3
2018,ToyotaAGYA,G TRD,1.2
2017,SuzukiIGNIS,GX,1.2
2019,DaihatsuAYLA,R DLX,1.2
2021,HondaCITY,RS HATCHBACK,1.5
2019,NissanLIVINA,VL,1.5
2019,ToyotaRUSH,S TRD SPORTIVO,1.5
2018,MitsubishiXPANDER,ULTIMATE,1.5
2018,MitsubishiXPANDER,SPORT,1.5
2015,ToyotaAGYA,G,1.0
2019,HondaBRIO,SATYA E,1.2
2018,HondaBRIO,RS,1.2
2017,NissanGRAND LIVINA,HIGHWAY STAR AUTECH,1.5
2016,ToyotaSIENTA,V,1.5
